date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2017-10-29,9.1,10.2,12.9,0.8,,267.3,22,,1000.6,
2017-10-30,6.4,3.6,10.4,13,,303.3,20.2,,1014.1,
2017-10-31,5.5,1.6,8.9,0,,275.7,11.7,,1024.4,
2017-11-01,7.7,2.3,12.4,0,,246.4,8.5,,1024.2,
2017-11-02,10.1,5.8,15.3,0,,,9.4,,1017.2,
2017-11-03,10.8,10.7,14.7,0,,,11.7,,1016.4,
2017-11-04,6.5,1.1,13.7,0,,,8,,1021.5,
2017-11-05,8,2.8,13.4,0,,105.8,9.8,,1017.2,
2017-11-06,8.8,5.2,14,0,,77.9,9.6,,1016.9,
2017-11-07,8.5,3.2,13.2,,,52,10.4,,1020.3,
2017-11-08,7.9,7.5,9.4,0,,84.2,10.8,,1019.2,
2017-11-09,8.5,7.2,10.5,0.3,,,4.1,,1022.3,
2017-11-10,8.8,10.5,10.9,0,,,8.1,,1020.8,
2017-11-11,7.8,5.8,11.8,0.3,,247.3,9,,1014.1,
2017-11-12,7.7,4.3,10,0.5,,157.3,6.4,,1006.4,
2017-11-13,6,4,9.1,7.6,,314.1,16,,1003.8,
2017-11-14,5,1.3,8.6,7.1,,,10.5,,1020.2,
2017-11-15,2.9,-2.2,9,0,,,5.2,,1027.4,
2017-11-16,5.5,1.7,7.8,0,,,5.4,,1026.3,
2017-11-17,6.2,4.7,7.4,0,,,8.9,,1022.9,
2017-11-18,5.3,4.2,7.9,2.3,,,7.2,,1019.1,
2017-11-19,4.3,0.7,7.6,1.3,,243.2,9.3,,1014.2,
2017-11-20,4.9,0.7,7.7,0.8,,282,14.5,,1016.4,
2017-11-21,4.2,2.6,5.9,0.5,,246.3,8.7,,1016.6,
2017-11-22,7.4,10.5,13.1,1.8,,219.3,6.9,,1015.1,
2017-11-23,5.2,2.6,6.7,0,,70.9,7.6,,1018.7,
2017-11-24,6,5.4,6.9,0,,63.9,6.3,,1020.4,
2017-11-25,6.5,4.8,7.7,0,,110,7.8,,1016.3,
2017-11-26,6.3,4,7.6,1.3,,319.2,14.4,,1015.9,
2017-11-27,3,0.9,6.6,0.3,,321.2,12.2,,1022,
2017-11-28,0.4,-4.3,6.4,0,,155.6,6.6,,1017.3,
2017-11-29,1.5,-0.4,3.7,,,101.8,8.7,,1011.7,
2017-11-30,2,0.8,3.2,13.2,,34.1,11.4,,1002.9,
2017-12-01,1,-1.7,5.4,7.9,,314.4,6.9,,1014.3,
2017-12-02,-0.4,-0.8,3.4,0,,,13,,,
2017-12-03,-0.1,-1.8,0.9,0,20,310.1,9.9,,1020.3,
2017-12-04,0.8,-0.7,2.7,1.5,20,269.7,14.4,,1023.2,
2017-12-05,2.8,0.7,5.2,0,,290.1,21.6,,,
2017-12-06,5.7,3.7,6.7,0,,293,29.4,,1027.5,
2017-12-07,2.6,-0.2,6,0,,225.9,9.7,,1026,
2017-12-08,1.5,-0.1,6.3,0,,70.8,7.7,,1014.6,
2017-12-09,2.3,1,3.4,12.2,,315,17,,1008.1,
2017-12-10,1.1,-2,3.2,0,,220.4,17.6,,1010.2,
2017-12-11,7.9,2.2,9.8,0.5,,180,17.7,,1003,
2017-12-12,9.3,10.1,11.2,0,,241.4,11.5,,1008.2,
2017-12-13,3.4,-0.1,6.2,4.3,,284.9,11.1,,1017.2,
2017-12-14,2.1,-0.6,4.4,0,,152.5,8.2,,1007.7,
2017-12-15,5.3,2.2,9.1,0,,,12.4,,1001.7,
2017-12-16,3.3,0.9,5.9,9.9,,301,9.8,,1004.9,
2017-12-17,0.7,-1.9,4.5,1,,335.1,6.7,,1018.2,
2017-12-18,-0.5,-2.7,1.6,0,,338.2,7.2,,1023.7,
2017-12-19,-1.6,-0.6,1.2,0,,,7.6,,1030,
2017-12-20,-3.6,-6.1,-0.4,0,,,5.2,,1033.2,
2017-12-21,-2.3,-7.6,0.9,0,10,,5,,1032.6,
2017-12-22,1.8,-0.4,5,2.5,20,287.6,7.8,,1029.2,
2017-12-23,5.2,3.5,8.7,0,,293.1,16.2,,1026,
2017-12-24,8.9,4.8,10.8,0,,290.9,18.3,,1022.3,
2017-12-25,5.5,2,10.2,0,,238,9.2,,1023,
2017-12-26,2.9,-1.2,9.7,0,,44.6,6.3,,1015.2,
2017-12-27,7.6,2.2,13,0,,132.6,10.4,,1002.8,
2017-12-28,6.8,2.7,8.7,,,75.5,8.4,,993.7,
2017-12-29,2.1,0.3,3.6,0.3,,298.4,19,,1006.2,
2017-12-30,-0.8,-4.9,1.9,0,,163.4,7.7,,1015.3,
2017-12-31,3.5,0.7,6.8,1.3,,185.1,8.2,,1015,
2018-01-01,2.8,0.3,5.1,1.8,,48.5,6.4,,1011.7,
2018-01-02,4.7,2,7.4,1.5,,335.1,11.4,,1009.5,
2018-01-03,3.7,0.4,6.3,1.3,,223.8,12.2,,1007.9,
2018-01-04,4.4,1.9,10.1,1.8,,190.5,7.9,,1005.8,
2018-01-05,6.1,3.4,9.2,0.8,,144.3,6.3,,1007.3,
2018-01-06,6.7,4.7,11.4,0,,56.4,5.4,,1012.6,
2018-01-07,6.7,11.2,10.4,0,,,7,,1020.5,
2018-01-08,7.5,10.2,11,0,,70.1,9,,1028.1,
2018-01-09,5.3,3.5,7.3,0,,80,9.5,,1028.3,
2018-01-10,4.2,2.6,5.8,,,101.2,8.8,,1018.3,
2018-01-11,5.4,4.3,6.6,0,,,6.4,,1015.2,
2018-01-12,5,4.3,5.7,0.8,,26.3,6,,1022.5,
2018-01-13,2.2,0.4,4.8,0,,,10.4,,1027.7,
2018-01-14,-1.1,0,0.2,4.6,20,75.7,8.5,,1029.7,
2018-01-15,-2.4,-1.8,-1.8,0,10,94,7.2,,1027.8,
2018-01-16,-2.5,-3.2,-3.2,0,20,,14.5,,1010.3,
2018-01-17,1.2,-2.4,3.7,1.5,20,,14.5,,999.8,
2018-01-18,3.8,1.2,6.4,0,,255.8,14.7,,1008.4,
2018-01-19,3.9,1.4,5.6,0.5,,251.4,9.3,,1008.4,
2018-01-20,1.2,-2.7,5.8,1,,210.2,7.5,,1012.6,
2018-01-21,0.4,-0.6,1.2,1.3,51,45.1,9.9,,1007.1,
2018-01-22,-0.1,-0.8,2.9,3,41,,11,,,
2018-01-23,-0.1,-1.5,2.3,0,20,94.1,4.8,,1024.5,
2018-01-24,1.5,-0.4,4.1,0,20,129.9,7.6,,1032.2,
2018-01-25,-0.1,-2.3,2.7,0,,86.7,10.1,,1028.1,
2018-01-26,1.2,-0.7,2.4,0,,67.5,9.1,,1023.7,
2018-01-27,2.2,-1,6.6,0,,15.8,4.9,,1030.3,
2018-01-28,3.3,-0.8,8.4,0,,240,10.1,,1033.3,
2018-01-29,6.2,1.4,14.3,0,,217.4,9.9,,1027.5,
2018-01-30,7.5,10.1,10,0,,294.9,16.5,,1024.4,
2018-01-31,3,-1.1,6.9,0,,,5.9,,1022,
2018-02-01,8.8,3.7,12.7,0,,191.4,14.2,,1007.4,
2018-02-02,4.4,1.5,7.7,0.5,,322,9,,1006.9,
2018-02-03,1.8,0,3.4,8.4,10,314.4,8.2,,1003.8,
2018-02-04,1.7,-0.1,5.5,8.1,10,,4.5,,1013.1,
2018-02-05,0.7,-2.4,5,0,,,5.7,,1023.6,
2018-02-06,-1,-0.1,0.1,0,,66.9,9.8,,1021.9,
2018-02-07,1.2,-2.4,3.7,0,,61.3,11.3,,1014.2,
2018-02-08,3,1.4,4.5,7.9,,356.4,8.5,,1012.1,
2018-02-09,1.5,-1.2,3.7,4.8,,328.5,5,,1016.9,
2018-02-10,1.8,-0.4,3.7,0,,355.8,6,,1016.3,
2018-02-11,1.5,0,5.5,0,,308.7,5.5,,1012.2,
2018-02-12,0.7,-2.6,3.7,0,,,6,,1012.9,
2018-02-13,0.9,0.4,1.6,1.5,,24.4,7.2,,1014.3,
2018-02-14,0.8,0.2,1.9,10.2,20,350.1,8.2,,1013.8,
2018-02-15,1.6,-0.2,5.5,2.8,20,253.9,5.1,,1022.5,
2018-02-16,1.4,-1.7,3.7,0,,,7.4,,1027.1,
2018-02-17,0.3,-2.1,2.6,0,,61.4,9.8,,1026.2,
2018-02-18,1.5,-0.7,5.9,3.8,41,,10.6,,1024.3,
2018-02-19,0.8,-2.3,4.3,0,,,11.6,,1023.8,
2018-02-20,0.4,0,1.8,,51,63.1,11.6,,1015.4,
2018-02-21,1.1,0.1,2,7.1,61,26.6,5.7,,1015.9,
2018-02-22,0.9,0,3.3,2,41,44.9,7.8,,1016.5,
2018-02-23,0.7,-0.9,2.7,0.5,51,,9.6,,1018,
2018-02-24,-1.1,-0.2,1.9,0,,142.6,6.8,,1019,
2018-02-25,-5.7,-1.9,-1.9,0.3,20,34.3,10.6,,1023.7,
2018-02-26,-6.2,-10.6,-2.5,0,,28.1,13.2,,1018.6,
2018-02-27,-7.3,-9,-5.4,,20,30.7,10.4,,1013.5,
2018-02-28,-7.6,-9.8,-4.2,0.5,30,322.3,9.1,,1019.7,
2018-03-01,-7.6,-12,-4.7,0,20,107.9,9.2,,1020.2,
2018-03-02,-5.1,-6.6,-3.7,,41,66.2,11.1,,1004.5,
2018-03-03,-1.6,-4.5,2.1,0.5,51,216.4,6.7,,1001.7,
2018-03-04,-2.8,-0.9,-0.8,0,,133,7.3,,1009.6,
2018-03-05,-1.1,-6.2,2.9,0,,80.5,10.1,,1007.6,
2018-03-06,2.3,1.4,3.5,0,,90.5,8.2,,997.6,
2018-03-07,3.8,1.3,8.3,7.9,10,200.5,7.5,,999.5,
2018-03-08,3.5,0.2,7.6,0,,326,7,,1008.1,
2018-03-09,5.6,0.4,12.5,4.8,,170,7.3,,1013.1,
2018-03-10,8.5,2.2,15,0,,168.7,6.6,,1011.5,
2018-03-11,11.6,6,16.3,0,,144,9,,1008.3,
2018-03-12,13.2,10.2,9.2,1.8,,179.7,20.9,,1001,
2018-03-13,10.4,10.4,15.9,0,,,12.2,,1004.5,
2018-03-14,8.9,4.5,13.1,0,,295,14.1,,1009.1,
2018-03-15,5.1,0.5,8.5,0,,93.2,7.7,,1009.8,
2018-03-16,6.3,5.2,7.7,1.3,,,11.8,,1004.1,
2018-03-17,3.6,0.3,6.9,15,,62.8,11.4,,1002,
2018-03-18,-1.8,-0.2,0.3,11.4,41,52.3,8.5,,1005.2,
2018-03-19,-1.4,-4,1.2,0,41,26.9,6.7,,1008.5,
2018-03-20,-0.3,-2.4,1.8,0,,296.2,12.9,,1010,
2018-03-21,1.7,-1,5.5,0,,353.4,8.9,,1020.8,
2018-03-22,1.3,-1.7,5.9,0,,,7,,1020.5,
2018-03-23,2.4,-1.9,9.2,0,,10,7.4,,1005.9,
2018-03-24,0.3,-2.5,3.2,0,,95,8.4,,1008.2,
2018-03-25,3,-2,6.6,0,,,,,,
2018-03-26,6.2,2.5,9.1,0,,165.6,5.4,,1012.5,
2018-03-27,7.5,10.2,11.5,0,,314.8,9.5,,1012.3,
2018-03-28,6.9,0,11.3,0,,141.9,7.2,,1011.9,
2018-03-29,7.9,5.8,9.9,,,196.1,7.9,,1008.5,
2018-03-30,9.9,6.8,13.7,10.9,,73.2,7.2,,1011,
2018-03-31,11.4,10.1,16.9,8.4,,153.1,8.1,,1002.1,
2018-04-01,9,6.8,12.1,18.3,,280.7,20.8,,998.2,
2018-04-02,8.9,5,13.7,0,,285.6,18.9,,1012.6,
2018-04-03,12.8,5.1,19.7,0,,170.6,11.7,,1014.1,
2018-04-04,14.4,8.9,19.5,0,,182.9,13.5,,1012.9,
2018-04-05,14.4,8.6,19.4,0,,244.5,11.7,,1010.9,
2018-04-06,12.5,9.6,16.5,0,,319.6,13.8,,1018.4,
2018-04-07,10.5,10.2,13.7,0,,105.7,6,,1023.1,
2018-04-08,15.4,6.7,22.7,0,,111.8,12.6,,1019,
2018-04-09,17.4,10.5,24.5,0,,119.1,11.7,,1012.5,
2018-04-10,15.2,10.3,20.5,0,,150.1,8.5,,1010.6,
2018-04-11,14.4,8.4,21.7,0,,116.2,6.7,,1011.1,
2018-04-12,19.2,10.9,26.2,0,,71.7,8.9,,1009.2,
2018-04-13,17,13.5,21.4,2,,160.9,10.4,,1012,
2018-04-14,16.6,7.8,23.4,2.3,,185.2,6.1,,1021.1,
2018-04-15,18.3,11.6,23.8,0,,78.6,10.4,,1017.6,
2018-04-16,18,16.1,20,0,,104.1,9.3,,1013.2,
2018-04-17,17.3,13.6,21.5,0.3,,337.8,8,,1019.6,
2018-04-18,18.2,13.9,23.5,0,,0.3,7.5,,1027.8,
2018-04-19,18.9,10.1,25.4,0,,302.6,8.2,,1027.4,
2018-04-20,18.2,13.2,25,0,,32.1,7,,1024.3,
2018-04-21,17.7,7.9,25.5,0,,237.3,6.9,,1020.7,
2018-04-22,19.4,8.7,27.8,0,,177.6,6.6,,1015.2,
2018-04-23,19.9,13.3,28.3,0,,293.1,7,,1013.9,
2018-04-24,19.8,16.1,24.7,2.5,,294.5,12.6,,1015.3,
2018-04-25,19.8,10.7,27.2,0,,197.8,8.9,,1013.4,
2018-04-26,16.5,10.8,22.4,0,,318.6,11.2,,1013.5,
2018-04-27,14.7,9.2,19.8,4.3,,163,6.6,,1018.5,
2018-04-28,18.9,9.4,26.6,0,,97.7,8.9,,1016,
2018-04-29,22.5,15.4,29.2,0,,112.5,9,,1012.3,
2018-04-30,21,15.2,28.1,0,,153.3,9.3,,1009,
2018-05-01,19.7,12.4,25.9,0,,187.3,8.7,,1011.6,
2018-05-02,22.9,15.9,29.2,0,,72,10.6,,1011,
2018-05-03,22.3,15.3,28.7,0,,93.7,8.1,,1009.2,
2018-05-04,23,14,29.7,0,,50.5,7.3,,1012.3,
2018-05-05,23.2,17.2,29,0,,8.3,9.8,,1015.6,
2018-05-06,20.8,15.9,26.4,0,,14.8,9.8,,1016.8,
2018-05-07,19.6,13.7,25.3,0,,19.8,9.6,,1016.6,
2018-05-08,18.9,12.6,24.9,0,,19.1,9.5,,1010.5,
2018-05-09,20,14,26.2,0,,13.8,9.5,,1007,
2018-05-10,19.4,15.9,25.4,2.8,,78.1,9.2,,1009.7,
2018-05-11,20.6,13.4,27.1,0,,329.3,6.3,,1015.8,
2018-05-12,21.6,15.6,28.1,0,,6.6,6,,1014.8,
2018-05-13,20.4,14.9,26.1,0,,55.2,9.8,,1011.7,
2018-05-14,17.9,13.6,22.6,0,,89,11.6,,1011.5,
2018-05-15,15.1,11.1,19.9,2.8,,124.4,10.4,,1010.5,
2018-05-16,14.7,11.4,18.9,15,,285.1,10.4,,1011,
2018-05-17,15.1,10,19.5,1,,249.4,10.5,,1013,
2018-05-18,17.8,13.7,22.1,1,,293.5,14.4,,1014.1,
2018-05-19,16.3,12.4,24.1,0,,338.8,6.6,,1016.7,
2018-05-20,18.5,12.2,24.4,7.6,,25.7,8,,1019.9,
2018-05-21,18.8,12.6,24.7,0,,55.1,8.4,,1018.1,
2018-05-22,19.5,13.4,25,0,,108.3,9.8,,1016.3,
2018-05-23,21,16.4,26.9,0,,83.6,8.5,,1017.7,
2018-05-24,22,15.5,28.8,0,,26.9,6.9,,1017.1,
2018-05-25,18.3,16.3,21.5,1.8,,18.6,6.6,,1017.4,
2018-05-26,21.1,15,26.7,17,,39.9,5,,1020.6,
2018-05-27,22.8,16.1,28.9,0,,78.7,6.1,,1020.2,
2018-05-28,23.8,16.7,29.5,0,,74,7.6,,1020,
2018-05-29,23.5,17.2,29.1,0,,107.8,9.5,,1019.1,
2018-05-30,23.1,17.8,28.6,0,,98.5,7.8,,1017.7,
2018-05-31,24.3,15.9,30.3,,,101,5.1,,1016,
2018-06-01,25,18.5,31.2,0,,47,6.2,,1015.5,
2018-06-02,21.7,18.4,28.2,0,,6.9,7.2,,1015.3,
2018-06-03,22.8,16.7,28.9,5.3,,304.2,7.6,,1014.3,
2018-06-04,22.9,18,29,0,,94.6,6.1,,1010.9,
2018-06-05,23.8,18,29.1,0.5,,342.3,6.3,,1008.1,
2018-06-06,22.7,18.3,27.6,0,,65.3,8.7,,1012.9,
2018-06-07,21.3,17,26.4,0,,66.8,8.4,,1017.1,
2018-06-08,23.9,17.5,29.7,0.8,,75.6,8,,1014.6,
2018-06-09,20.8,16.7,26.2,17,,343.1,8.8,,1011.6,
2018-06-10,23.5,19,28.6,2.8,,87.1,5.7,,1010,
2018-06-11,24.7,18.8,30.5,0,,178.1,7.2,,1009.6,
2018-06-12,25.2,19.4,31.3,0,,305.2,8.5,,1006.1,
2018-06-13,20.7,16.9,24.1,12.2,,218.6,8.8,,1005.2,
2018-06-14,17.5,16.2,19.8,0,10,346,9.9,,1008.2,
2018-06-15,20.3,17,24.4,7.9,,347.7,10.2,,1011.1,
2018-06-16,22.4,18.8,25.3,0,,11.7,9.6,,1011.9,
2018-06-17,23.5,19.6,28.9,0,,5.1,8,,1012.3,
2018-06-18,22.1,17.5,25.6,0,,358.1,7.6,,1014.2,
2018-06-19,24.4,19.8,28.9,0,,350.3,7.4,,1018.1,
2018-06-20,25.4,19.7,30.7,0,,52.9,6.7,,1020.3,
2018-06-21,26.1,20.1,31.8,0,,161.6,7.3,,1014.4,
2018-06-22,17,15.9,24.1,12.2,,299.8,13.9,,1014.8,
2018-06-23,15.5,11.4,19.9,0,,302.3,13.6,,1019,
2018-06-24,16.3,12.1,20.7,0,,298.9,11,,1018.2,
2018-06-25,17.2,11.4,23.7,0,,286.7,5.7,,1018.1,
2018-06-26,19,12.5,24.6,0,,6.7,7.2,,1018.5,
2018-06-27,16.9,13.7,21.9,0,,5.8,11.3,,1016,
2018-06-28,20.9,15.1,26.7,4.8,,5.2,10.1,,1008.9,
2018-06-29,22.5,18.5,28.6,20.6,,357.6,8.4,,1005.7,
2018-06-30,21.7,17.4,25.5,2.8,,322.6,13.9,,1008.2,
2018-07-01,17.5,12.7,21.7,0,,319.7,10.5,,1015.3,
2018-07-02,17.9,9.4,23.8,0,,291.6,6.7,,1017,
2018-07-03,20.7,12.1,26.9,0,,327.9,6,,1016.6,
2018-07-04,22.2,13.4,27.8,0,,274.1,6.9,,1015.7,
2018-07-05,23.4,15.2,30.3,0,,206.3,7.8,,1012.9,
2018-07-06,22.5,17.3,27.2,0,,229.3,6.6,,1011.6,
2018-07-07,21.3,18.3,26.5,5.8,,348.1,7.9,,1014.4,
2018-07-08,22.4,18.1,27.8,0.5,,340.7,8.1,,1015.1,
2018-07-09,22.4,16.1,28.6,0,,31.4,7.8,,1014.7,
2018-07-10,22.7,16.2,28.6,,,84.3,5.9,,1013.6,
2018-07-11,19.8,17.8,21.8,0,,341.9,8,,1013.4,
2018-07-12,21,16.5,25.7,2,,287.7,9.6,,1015.8,
2018-07-13,22.7,15.1,28.1,0,,281.5,12.2,,1016.1,
2018-07-14,23.4,15.7,29.7,0,,303.2,9.3,,1015.7,
2018-07-15,24.5,17.7,29.7,0,,319.4,8.9,,1013.4,
2018-07-16,24.5,14.1,30.5,0,,303.7,9.9,,1011.1,
2018-07-17,24.3,17.1,30.1,0,,311.5,14.1,,1007.5,
2018-07-18,21.4,19.2,25.3,0,,304.2,20.6,58,1007.6,
2018-07-19,22.5,18,27.3,6.9,,319.3,13.5,,1010.2,
2018-07-20,23.4,18.6,29.8,1,,324.3,10.2,,1011.6,
2018-07-21,24.2,18.4,30.9,0,,95.6,6.1,,1011.8,
2018-07-22,22.4,18.2,28.2,2.5,,252.8,7.4,,1009.9,
2018-07-23,20.7,17.3,28.2,0.5,,315.9,7.2,,1009.3,
2018-07-24,24.4,18.7,30.3,28.7,,355.8,7.3,,1010.2,
2018-07-25,25.4,19.4,30.8,0,,359.8,6.6,,1010,
2018-07-26,25.2,20.5,30.8,0,,20,7.8,,1011.1,
2018-07-27,25.2,20.1,30.5,1.8,,30.7,6.7,,1011.6,
2018-07-28,24.6,20.2,29.5,0,,254.4,9,,1010.1,
2018-07-29,27.5,21.9,33.9,0,,347.4,7,,1011.3,
2018-07-30,27.2,22.7,33.3,0.3,,14.1,7.9,,1013.2,
2018-07-31,26.4,21.4,31.8,0,,12.8,7.2,,1014,
2018-08-01,26.4,22.2,32,2.5,,40.2,8.1,,1015.6,
2018-08-02,24.8,21.4,30.5,1,,37.1,5.6,,1017.9,
2018-08-03,26.2,20.2,31.8,0.5,,54.7,7.6,,1018.1,
2018-08-04,26,20.2,31.8,0,,67.4,7.2,,1017.1,
2018-08-05,25.5,18.5,32.8,0,,327.4,6.8,,1015.9,
2018-08-06,25.5,18.6,32,0.8,,338.8,6.2,,1016.3,
2018-08-07,25.7,18.6,32.3,0,,61.7,6.4,,1016.3,
2018-08-08,26.9,19.7,34.2,0,,117.3,8,,1015.7,
2018-08-09,27.9,21.1,34.7,0,,127,8.2,,1017,
2018-08-10,27.4,21.2,33.8,0,,143.7,8.7,,1019,
2018-08-11,23.7,21.3,27.3,0,,287,8.4,,1020,
2018-08-12,24.4,16.4,31.1,0,,276.5,6.8,,1018.5,
2018-08-13,25.7,17.5,33.4,0,,123.6,8.4,,1012.8,
2018-08-14,23.9,18.9,32,0,,168.3,9.8,,1010.7,
2018-08-15,22.4,17.9,28.1,4.3,,353,7.2,,1014.7,
2018-08-16,23.8,18.5,29.5,0,,18.8,6.9,,1016.8,
2018-08-17,24.5,18.1,31,0,,35.6,6,,1015.8,
2018-08-18,26.1,18.6,32.8,0,,348.4,5.9,,1017.2,
2018-08-19,26.5,19.4,33.1,0,,47.4,6.4,,1018.5,
2018-08-20,26.9,19.8,34.1,0,,354.9,5.2,,1016.3,
2018-08-21,25.8,18.9,34.3,0,,14.7,4.9,,1015.9,
2018-08-22,26.2,20.1,32.3,0.5,,59.6,6.5,,1017.7,
2018-08-23,25.4,20.4,33.7,0,,93.6,9.2,,1015.6,
2018-08-24,24.9,20.3,32.4,0,,82.1,9.5,,1011.1,
2018-08-25,21.6,18.7,26.1,6.9,,328.3,9.6,,1009.9,
2018-08-26,15.8,14.4,19.3,14.5,,322.7,10.4,,1010.9,
2018-08-27,18.5,15.1,24.3,1,,325.1,7.8,,1015.1,
2018-08-28,19.9,11,28.3,0,,306.1,5.6,,1018.2,
2018-08-29,20.8,14.5,27.4,0,,52.1,5.8,,1018,
2018-08-30,21.9,15.1,28.5,0,,17.5,5.8,,1016.6,
2018-08-31,23.1,16.4,29.4,0,,321.6,7.2,,1017.5,
2018-09-01,23.3,18.9,30.4,0,,70.4,11.7,,1016.7,
2018-09-02,21.4,17.5,26.2,31.5,,30.2,8.2,32,1017.8,
2018-09-03,21.4,19.2,25.8,3.8,,6,7,36,1014.4,
2018-09-04,18.3,17.3,21.7,11.2,20,64,6.1,32,1011.8,
2018-09-05,20.8,15.9,26.4,21.1,,346.2,6,,1013.3,
2018-09-06,20.4,16.9,26.1,0,,303.5,6,,1012,
2018-09-07,19.9,13.2,26.7,0,,334.5,5.4,,1011.6,
2018-09-08,20.8,13.9,27,0,,317.7,8.3,,1016.8,
2018-09-09,20.4,15.1,26.2,0,,337.6,6.3,,1020.5,
2018-09-10,20.2,13.5,26.1,0,,330.3,6.2,,1021.9,
2018-09-11,20.7,12.9,27.5,0,,359.4,4.8,,1022.8,
2018-09-12,21,14.3,29.5,0,,63.8,4.8,,1022.4,
2018-09-13,22,15.2,28.7,0,,62.3,4.8,,1017.4,
2018-09-14,23.1,17.1,29.3,0,,322.7,7.2,,1015.7,
2018-09-15,21.1,18.2,25.3,0,,307,13.6,47,1019,
2018-09-16,19.3,11.8,25.1,0,,12.3,5.7,,1024.4,
2018-09-17,19.6,13.6,26.2,0,,104.3,7,,1023.8,
2018-09-18,21.6,14.1,26.7,0,,82.9,6.9,,1022.1,
2018-09-19,20.3,13.4,27.7,0,,46.4,5.6,,1021.1,
2018-09-20,21.9,15.6,28.3,0,,48.7,6.3,,1020.3,
2018-09-21,22.5,15,28.8,0,,91.6,7,,1016.7,
2018-09-22,15,12.1,18.4,0,,288.7,10.7,,1019,
2018-09-23,15.2,11.6,20.3,0,,194.2,7.6,,1019.3,
2018-09-24,13.3,10.2,17.8,0.8,,291.6,19.3,61,1019,
2018-09-25,10.3,6.5,14.4,0.3,,313.2,13.9,43,1032.5,
2018-09-26,10.2,4,15.8,0,,356.5,6.6,,1038.4,
2018-09-27,11.3,2.1,20.6,0,,161.8,6.7,,1031.5,
2018-09-28,13.7,6.8,21.5,0,,142.8,6,,1021.8,
2018-09-29,12,10.3,16.7,0,,342.4,5.7,,1022,
2018-09-30,11.1,5.5,17.4,0,,55.8,7.6,,1023.1,
2018-10-01,11.8,6.9,22,0,,78.5,6.7,,1013.8,
2018-10-02,9.9,10.1,12.5,1,,288.7,11.9,,1017.6,
2018-10-03,11.2,4.4,18.6,0.5,,249.4,12.3,,1021.3,
2018-10-04,10.6,3.6,17.1,0.8,,301.1,7.7,,1028.2,
2018-10-05,11.1,3.6,19,0,,70.7,6.4,,1029,
2018-10-06,14.3,6.1,22.8,0,,83.5,7.8,,1021.8,
2018-10-07,16.8,12.6,22.7,0,,67.4,6.9,,1015.7,
2018-10-08,17.5,11.9,22.8,0,,3.4,6.1,,1019.7,
2018-10-09,16.9,10.8,24.5,0,,25.2,4.5,,1023.7,
2018-10-10,17.3,10.3,24.5,0,,28.9,5.7,,1025.6,
2018-10-11,16.7,10.4,24.3,0,,56.6,6.9,,1024.8,
2018-10-12,15.7,9.4,23,0,,63.7,5.7,,1027.9,
2018-10-13,15.7,9.4,23.4,0,,27.8,4.6,,1028.6,
2018-10-14,14.5,7.9,21.7,0,,72.8,6.7,,1025.7,
2018-10-15,13.9,7.7,21.8,0,,76.9,7,,1024,
2018-10-16,14.9,7.6,21.6,0,,84.7,7.5,,1023.4,
2018-10-17,16.2,9.3,22.9,0,,80.8,7.5,,1022,
2018-10-18,15.6,10.6,22.5,0,,4,5.8,,1019.4,
2018-10-19,13.5,11,15.7,0,,298.1,3.9,,1020.2,
2018-10-20,13.9,9.9,18.6,2,,315.4,7.8,,1022.7,
2018-10-21,9.9,10.3,9.5,0,,318.1,8.8,32,1023.3,
2018-10-22,12.5,9.6,16.6,3.8,,317.5,6.1,,1025.1,
2018-10-23,12.4,10.3,14.7,0,,278.1,13.9,,1019.9,
2018-10-24,10.7,10.5,13.5,0,,294.2,24.6,68,1008.9,
2018-10-25,8.9,3.9,9.9,2,,252.2,13.4,40,1015,
2018-10-26,12.8,8.2,15.9,0,,210.2,8.7,32,1013,
2018-10-27,14.1,10.9,19.5,0,,159.3,7.2,,1007.5,
2018-10-28,16.7,10.2,23.6,0.5,,104.8,10.2,43,1008,
2018-10-29,18.9,14,24.2,4.6,,129.9,9.8,32,1008.6,
2018-10-30,16.7,12,21.1,3.3,,157.1,12.7,,1010.6,
2018-10-31,13,6.5,20.8,0.5,,120.4,9,,1023.4,
2018-11-01,13.3,7.9,18.1,0,,50.9,6.6,,1023,
2018-11-02,16.6,13,20,0,,88.7,6.9,,1022.8,
2018-11-03,16.7,13.6,21.4,0,,79.9,7,,1024.3,
2018-11-04,14.5,9.7,21.5,0,,99.2,8.5,,1022.3,
2018-11-05,12.5,8.6,19.2,0,,90.6,8,,1021.2,
2018-11-06,10.8,5.8,16.9,0,,87.9,7.9,,1021.4,
2018-11-07,10.5,6.4,15.4,0,,95,8.8,,1020.7,
2018-11-08,10.3,5.7,17.1,0,,110,5.6,,1022.3,
2018-11-09,9.4,4,16.4,0,,94.7,5.9,,1021.6,
2018-11-10,6.5,3.4,10.8,0,,69.7,8.3,,1019.1,
2018-11-11,6.9,3.3,13.8,0,,32.9,7,,1020.7,
2018-11-12,11.2,4.8,17.1,0,,63.3,7.2,,1025.6,
2018-11-13,11.7,6.8,16.4,0,,61.6,7.5,,1026.5,
2018-11-14,10.9,10.3,14.8,0,,309.5,11.1,,1028.7,
2018-11-15,7.7,4.5,11.2,0,,350.5,6.4,,1029.8,
